State,District,Region,State_key,District_key,RMNCH,Infectious_Diseases,NCD,SCA,FRP,UHC_Index,UHC_Gap,UHC_Tercile,Service_Coverage,FRP_D,SCA_FRP_Gap,UHC_District,UHC_Poorest20,UHC_Rural,UHC_SCST,UHC_ReligMin,Equity_Gap_Poor,Equity_Gap_Rural,Equity_Gap_SCST,Equity_Gap_ReligMin,SC_Pct,ST_Pct,PMJAY_Enrolled,Opt_Out,Type1_Score,Type2_Score,Type3_Score,Type1_Score_norm,Type2_Score_norm,Type3_Score_norm,TCFD_Type,TCFD_Description,DiD_Treatment,HC_Cluster,KM_Cluster,RMNCH_norm,NCD_norm,FRP_norm,UHC_Index_norm,SCA_norm,Infectious_Diseases_norm,Equity_Gap_Poor_norm,Equity_Gap_SCST_norm,Equity_Gap_Rural_norm,Equity_Gap_ReligMin_norm,SCA_FRP_Gap_norm,SC_Pct_norm,ST_Pct_norm,Type1_Score_norm,Type2_Score_norm,T3_ASHA_inv_norm,Type3_Score_norm
Madhya Pradesh,Khargone (West Nimar),Central,Madhya Pradesh,Khargone (West Nimar),73.73,86.65,10.35,47.82,72.32,46.97,53.03,High UHC,42.16,72.32,-30.16,46.97,39.78,46.59,45.65,46.44,7.19,0.38,1.32,0.53,15.6,21.1,1,0,0,0.2911216606698646,0.2652608430121029,0.0,0.3207782030126357,0.1793730842992927,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.8173563560583507,0.1843149221849252,0.6691095132743363,0.4781293624941831,0.4611866650619809,0.8742696629213483,0.37477214728399566,0.2800361336946703,0.14483047300125573,0.21855670103092784,0.38211826429117934,0.48902821316614425,0.22257383966244726,0.0,0.3207782030126357,0.4136642647451294,0.1793730842992927
Madhya Pradesh,Khandwa (East Nimar),Central,Madhya Pradesh,Khandwa (East Nimar),79.03,86.96,10.7,55.73,66.71,48.68,51.32,High UHC,44.99,66.71,-21.72,48.68,42.15,47.72,48.46,48.96,6.53,0.96,0.22,-0.28,15.6,21.1,1,0,0,0.25858709647223455,0.296011016072911,0.0,0.2530887275132754,0.2251158406345297,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.8962488835963084,0.1949954226426609,0.591537610619469,0.5179153094462541,0.5563846431580213,0.877752808988764,0.3507109004739336,0.2303523035230352,0.1691084135621599,0.1946980854197349,0.4743687834736037,0.48902821316614425,0.22257383966244726,0.0,0.2530887275132754,0.4136642647451294,0.2251158406345297
Madhya Pradesh,Alirajpur,Central,Madhya Pradesh,Alirajpur,67.75,86.49,13.71,55.01,75.59,50.67,49.33,High UHC,45.85,75.59,-29.74,50.67,44.51,50.24,50.32,55.75,6.16,0.43,0.35,-5.08,15.6,21.1,1,0,0,0.20891991506869867,0.2667910648942758,0.0,0.14975414960668626,0.18164938260033522,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.7283417683834473,0.2868477265791883,0.7143252212389382,0.5642159143787808,0.5477193404741845,0.8724719101123595,0.33722201968647464,0.2362240289069557,0.1469233989116785,0.05331369661266566,0.38670892993769806,0.48902821316614425,0.22257383966244726,0.0,0.14975414960668626,0.4136642647451294,0.18164938260033522
Madhya Pradesh,Sidhi,Central,Madhya Pradesh,Sidhi,64.46,75.73,10.15,48.56,60.28,42.88,57.12,Medium UHC,39.38,60.28,-20.9,42.88,32.27,42.69,39.85,34.24,10.61,0.19,3.03,8.64,15.6,21.1,1,0,0,0.4380541558289517,0.29899859212858193,0.0,0.626477196572703,0.22956004207942235,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.6793688597796962,0.1782117790662191,0.5026272123893805,0.3829688227082364,0.4700926705981466,0.7515730337078651,0.4994531534815895,0.35727190605239384,0.1368773545416492,0.4574374079528719,0.4833315116406164,0.48902821316614425,0.22257383966244726,0.0,0.626477196572703,0.4136642647451294,0.22956004207942235
Madhya Pradesh,Barwani,Central,Madhya Pradesh,Barwani,69.08,81.91,16.1,48.14,57.64,47.93,52.07,High UHC,45.77,57.64,-11.87,47.93,41.74,45.89,45.9,52.85,6.19,2.04,2.03,-4.92,15.6,21.1,1,0,0,0.23614900333691358,0.3318983625952996,0.0,0.20640536804641296,0.2785004555518382,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,1.0,0.7481393271807085,0.3597802868477266,0.4661227876106195,0.5004653327128896,0.4650379106992418,0.8210112359550561,0.33831571272329564,0.3121047877145438,0.21431561322729173,0.058026509572901314,0.5820308230407694,0.48902821316614425,0.22257383966244726,0.0,0.20640536804641296,0.4136642647451294,0.2785004555518382
Madhya Pradesh,Ujjain,Central,Madhya Pradesh,Ujjain,78.05,85.13,8.99,38.21,66.41,43.27,56.73,Medium UHC,38.87,66.41,-27.54,43.27,38.05,42.32,42.59,43.82,5.22,0.95,0.68,-0.55,15.6,21.1,1,0,0,0.24694245423573338,0.27480651284851493,0.0,0.2288615787929652,0.19357284989151083,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.8816612086930634,0.1428135489777235,0.5873893805309733,0.3920428106095859,0.3455289445179925,0.857191011235955,0.30295297119941667,0.25112917795844625,0.16868982838007532,0.18674521354933726,0.4107552738004153,0.48902821316614425,0.22257383966244726,0.0,0.2288615787929652,0.4136642647451294,0.19357284989151083
Madhya Pradesh,Sheopur,Central,Madhya Pradesh,Sheopur,62.56,77.22,6.85,43.03,61.6,38.78,61.22,Low UHC,34.55,61.6,-27.05,38.78,29.53,38.13,35.71,40.24,9.25,0.65,3.07,-1.46,15.6,21.1,1,0,1,0.3229640277009808,0.27659177171105,0.3333333333333333,0.3870275343361328,0.19622853124272718,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.6510866329264662,0.0775099176075679,0.5208794247787611,0.2875756165658445,0.4035383319292333,0.7683146067415729,0.4498724024790375,0.35907859078590787,0.1561322729175387,0.15994108983799704,0.4161110503880205,0.48902821316614425,0.22257383966244726,0.3333333333333333,0.3870275343361328,0.4136642647451294,0.19622853124272718
Madhya Pradesh,Bhopal,Central,Madhya Pradesh,Bhopal,65.69,88.27,9.77,70.61,77.14,49.88,50.12,High UHC,44.72,77.14,-32.42,49.88,33.18,48.13,53.3,45.45,16.7,1.75,-3.42,4.43,15.6,21.1,1,0,0,0.373616116555395,0.25702679193183914,0.0,0.49241125199330815,0.1671244315365397,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.6976778803215242,0.1666158071406774,0.735757743362832,0.5458352722196369,0.7354675652906486,0.8924719101123595,0.7214728399562522,0.06594399277326105,0.20217664294683965,0.3334315169366716,0.35741611105038795,0.48902821316614425,0.22257383966244726,0.0,0.49241125199330815,0.4136642647451294,0.1671244315365397
Madhya Pradesh,Singrauli,Central,Madhya Pradesh,Singrauli,58.28,76.67,10.43,48.56,76.95,44.48,55.52,Medium UHC,38.78,76.95,-38.17,44.48,36.43,43.56,41.41,41.58,8.05,0.92,3.07,2.9,15.6,21.1,1,0,0,0.35118950493217455,0.23607732568780518,0.0,0.4457517802763262,0.1359608238436946,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,0.0,0.5873771955939268,0.1867561794324077,0.7331305309734515,0.4201954397394134,0.4700926705981466,0.7621348314606741,0.4061246810061976,0.35907859078590787,0.16743407283382167,0.28836524300441824,0.2945677123182861,0.48902821316614425,0.22257383966244726,0.0,0.4457517802763262,0.4136642647451294,0.1359608238436946
Madhya Pradesh,Seoni,Central,Madhya Pradesh,Seoni,78.14,77.88,13.46,52.71,68.56,49.46,50.54,High UHC,45.59,68.56,-22.97,49.46,35.25,48.91,47.36,48.7,14.21,0.55,2.1,0.76,15.6,21.1,1,0,0,0.3904313911865231,0.2914567842807297,0.0,0.5273961103502451,0.21834114330999807,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.8830008931229533,0.2792187976808057,0.6171183628318584,0.5360632852489529,0.5200385124563727,0.7757303370786516,0.6306963179001094,0.3152664859981933,0.15194642109669315,0.22533136966126657,0.46070608809705976,0.48902821316614425,0.22257383966244726,0.0,0.5273961103502451,0.4136642647451294,0.21834114330999807
Madhya Pradesh,Agar Malwa,Central,Madhya Pradesh,Agar Malwa,78.39,82.39,10.21,51.3,66.14,46.77,53.23,High UHC,42.89,66.14,-23.25,46.77,41.46,45.18,47.82,51.58,5.31,1.59,-1.05,-4.81,15.6,21.1,1,0,0,0.18016356067563621,0.29043663635928113,0.0,0.08992539227905882,0.21682361110930312,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,0.0,0.8867222387615362,0.180042722001831,0.5836559734513274,0.4734760353652862,0.5030689613671921,0.8264044943820225,0.30623405030987966,0.17299006323396565,0.1954792800334868,0.06126656848306333,0.45764564433271393,0.48902821316614425,0.22257383966244726,0.0,0.08992539227905882,0.4136642647451294,0.21682361110930312
Madhya Pradesh,Tikamgarh,Central,Madhya Pradesh,Tikamgarh,71.77,71.39,11.01,57.39,72.98,47.28,52.72,High UHC,42.42,72.98,-30.56,47.28,41.04,46.68,44.69,53.37,6.24,0.6,2.59,-6.09,15.6,21.1,1,0,0,0.23370032441208288,0.2638034888386049,0.0,0.2013107925948629,0.17720518115544256,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,0.0,0.7881810062518605,0.2044552944766554,0.6782356194690267,0.4853420195439739,0.5763629799013117,0.7028089887640449,0.34013853445133063,0.33739837398373984,0.1540393470071159,0.023564064801178203,0.3777462017706853,0.48902821316614425,0.22257383966244726,0.0,0.2013107925948629,0.4136642647451294,0.17720518115544256
Madhya Pradesh,Katni,Central,Madhya Pradesh,Katni,73.03,78.92,10.97,57.17,49.91,44.8,55.2,Medium UHC,43.61,49.91,-6.3,44.8,33.23,44.11,41.8,43.308,11.57,0.69,3.0,1.49,15.6,21.1,1,0,0,0.3790672673181538,0.3521920194612595,0.0,0.5037525914302741,0.30868850682995086,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.8069365882703184,0.2032346658529143,0.3592367256637167,0.4276407631456489,0.5737152485256951,0.7874157303370786,0.5344513306598614,0.35591689250225833,0.15780661364587692,0.2468335787923417,0.6429117936386489,0.48902821316614425,0.22257383966244726,0.0,0.5037525914302741,0.4136642647451294,0.30868850682995086
Maharashtra,Kolhapur,West,Maharashtra,Kolhapur,64.62,86.67,32.71,60.93,54.67,57.16,42.84,High UHC,57.8,54.67,3.13,57.16,49.2,58.88,59.17,50.57,7.96,-1.72,-2.01,6.59,,,1,0,0,0.3098425744750723,0.42435716829861064,0.0,0.35972782067604214,0.4160385634502928,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,1.0,2.0,0.6817505209883894,0.8666463228562711,0.4250553097345133,0.7152163797114934,0.6189673847635093,0.8744943820224719,0.40284360189573454,0.12962962962962962,0.056927584763499364,0.39705449189985276,0.7459831675592961,,,0.0,0.35972782067604214,0.5270883373365358,0.4160385634502928
Maharashtra,Pune,West,Maharashtra,Pune,53.67,85.17,17.5,64.52,50.32,48.18,51.82,High UHC,47.66,50.32,-2.66,48.18,34.97,45.23,43.56,47.62,13.21,2.95,4.62,0.56,,,1,0,0,0.41425595366998563,0.40326196663722685,0.0,0.5769640753216275,0.38465816544306264,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5187555820184578,0.4025022886786695,0.3649059734513274,0.5062819916240111,0.6621735467565291,0.8576404494382022,0.5942398833394094,0.4290876242095754,0.25240686479698615,0.21944035346097202,0.6826975625751448,,,0.0,0.5769640753216275,0.5270883373365358,0.38465816544306264
Maharashtra,Nanded,West,Maharashtra,Nanded,66.97,80.31,9.39,74.05,53.72,45.77,54.23,Medium UHC,43.97,53.72,-9.75,45.77,41.36,45.96,46.71,44.99,4.41,-0.19,-0.94,0.78,,,1,0,0,0.22576739224589162,0.37743036391197454,0.0,0.18480600666198088,0.3462320822183197,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,0.0,0.7167311699910687,0.1550198352151358,0.4119192477876106,0.4502093997208003,0.7768684558912022,0.8030337078651685,0.2734232592052497,0.17795844625112917,0.12097111762243615,0.22592047128129603,0.6052027543993879,,,0.0,0.18480600666198088,0.5270883373365358,0.3462320822183197
Maharashtra,Jalna,West,Maharashtra,Jalna,54.47,76.47,15.41,72.0,43.67,45.82,54.18,Medium UHC,46.37,43.67,2.7,45.82,36.38,45.59,41.62,44.13,9.44,0.23,4.2,1.69,,,1,0,0,0.3732137181819617,0.42279051256210026,0.0,0.49157404591690157,0.4137080675706539,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5306638880619231,0.3387244430881905,0.2729535398230089,0.4513727315030245,0.7521964135275003,0.7598876404494381,0.4567991250455705,0.4101174345076784,0.13855169526998742,0.2527245949926362,0.7412832003497649,,,0.0,0.49157404591690157,0.5270883373365358,0.4137080675706539
Maharashtra,Satara,West,Maharashtra,Satara,80.07,86.7,11.05,68.45,44.72,47.22,52.78,High UHC,47.87,44.72,3.15,47.22,34.85,47.0,47.5,47.49,12.37,0.22,-0.28,-0.27,,,1,0,0,0.3221259529640937,0.4244300360072855,0.0,0.3852838859803547,0.4161469586074852,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.9117296814528132,0.2056759231003967,0.2874723451327434,0.4839460214053046,0.7094716572391382,0.8748314606741573,0.5636164783084213,0.2077687443541102,0.13813311008790286,0.19499263622974963,0.7462017706853207,,,0.0,0.3852838859803547,0.5270883373365358,0.4161469586074852
Maharashtra,Palghar,West,Maharashtra,Palghar,81.48,80.21,10.56,66.05,58.72,48.48,51.52,High UHC,46.21,58.72,-12.51,48.48,41.32,46.62,45.88,50.12,7.16,1.86,2.6,-1.64,,,1,0,0,0.28872255822400833,0.36737462011483824,0.0,0.31578677342892325,0.331273550525754,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.932718070854421,0.1907232224595667,0.4810564159292035,0.5132619823173568,0.6805873149596822,0.8019101123595505,0.3736784542471746,0.33785004516711836,0.20678107994976974,0.15463917525773196,0.5750355230079789,,,0.0,0.31578677342892325,0.5270883373365358,0.331273550525754
Maharashtra,Raigarh,West,Maharashtra,Raigarh,81.95,81.71,10.74,70.19,63.37,50.24,49.76,High UHC,47.4,63.37,-15.97,50.24,42.17,49.81,47.39,47.87,8.07,0.43,2.85,2.37,,,1,0,0,0.34291656150754335,0.35476850651408043,0.0,0.42853958718077656,0.3125211883314507,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.9397142006549568,0.1962160512664022,0.545353982300885,0.5542112610516519,0.7304128053917438,0.81876404494382,0.4068538096974116,0.34914182475158084,0.1469233989116785,0.27275405007363773,0.5372171822057055,,,0.0,0.42853958718077656,0.5270883373365358,0.3125211883314507
Maharashtra,Wardha,West,Maharashtra,Wardha,79.3,87.28,7.5,78.05,57.71,47.18,52.82,High UHC,44.86,57.71,-12.85,47.18,30.48,47.64,46.33,46.06,16.7,-0.46,0.85,1.12,,,1,0,0,0.4054052089513099,0.3661358690673649,0.0,0.5585497432854991,0.3294308328534814,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.900267936885978,0.0973451327433628,0.4670907079646018,0.4830153559795251,0.8250090263569623,0.8813483146067416,0.7214728399562522,0.2588075880758807,0.10966931770615318,0.23593519882179675,0.571319269865559,,,0.0,0.5585497432854991,0.5270883373365358,0.3294308328534814
Maharashtra,Amravati,West,Maharashtra,Amravati,80.44,83.75,7.35,71.14,58.46,46.0,54.0,Medium UHC,43.33,58.46,-15.13,46.0,29.67,46.42,44.91,46.25,16.33,-0.42,1.09,-0.25,,,1,0,0,0.39107113116517905,0.35782895027842626,0.0,0.5287271152270324,0.3170737849335359,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.917237272997916,0.0927677754043332,0.4774612831858407,0.4555607259190319,0.7418461908773619,0.841685393258427,0.7079839591687932,0.26964769647696474,0.1113436584344914,0.19558173784977909,0.546398513498743,,,0.0,0.5287271152270324,0.5270883373365358,0.3170737849335359
Maharashtra,Gondiya,West,Maharashtra,Gondiya,81.08,81.53,10.49,75.37,55.96,49.34,50.66,High UHC,47.81,55.96,-8.15,49.34,34.44,49.18,48.52,47.79,14.9,0.16,0.82,1.55,,,1,0,0,0.3873015719750559,0.3832597806059666,0.0,0.520884395008213,0.3549036947937201,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.9267639178326882,0.1885871223680195,0.4428926991150443,0.5332712889716147,0.792754844144903,0.8167415730337079,0.6558512577469924,0.2574525745257452,0.13562159899539555,0.24860088365243005,0.622691004481364,,,0.0,0.520884395008213,0.5270883373365358,0.3549036947937201
Maharashtra,Solapur,West,Maharashtra,Solapur,78.52,77.2,9.8,66.49,52.94,46.14,53.86,Medium UHC,44.59,52.94,-8.35,46.14,39.1,45.93,45.34,46.73,7.04,0.21,0.8,-0.59,,,1,0,0,0.27047330818938575,0.3825311035192176,0.0,0.27781847129963666,0.353819743221795,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,0.0,0.8886573384935991,0.1675312786084834,0.4011338495575221,0.45881805490926,0.6858827777109158,0.7680898876404494,0.3693036820998906,0.2565492321589882,0.13771452490581831,0.18556701030927836,0.620504973221117,,,0.0,0.27781847129963666,0.5270883373365358,0.353819743221795
Maharashtra,Bid,West,Maharashtra,Bid,64.7,77.33,15.55,65.48,41.41,46.22,53.78,Medium UHC,47.51,41.41,6.1,46.22,36.21,45.77,43.08,44.81,10.01,0.45,3.14,1.41,,,1,0,0,0.36143225137565027,0.4351780230368334,0.0,0.46706222815016973,0.4321352442933797,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,1.0,0.682941351592736,0.3429966432712847,0.2417035398230088,0.4606793857608189,0.6737272836683115,0.7695505617977527,0.4775792927451695,0.36224028906955735,0.1477605692758476,0.24447717231222388,0.7784457317739643,,,0.0,0.46706222815016973,0.5270883373365358,0.4321352442933797
Maharashtra,Ratnagiri,West,Maharashtra,Ratnagiri,62.54,88.09,9.92,68.37,52.7,45.59,54.41,Medium UHC,43.97,52.7,-8.73,45.59,41.09,45.52,43.78,31.82,4.5,0.07,1.81,13.77,,,1,0,0,0.3958047778287856,0.38114661705439445,0.0,0.5385756583921554,0.35176023523513733,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.6507889252753795,0.1711931644797071,0.3978152654867257,0.4460214053047928,0.708508845829823,0.8904494382022472,0.27670433831571273,0.3021680216802168,0.13185433235663455,0.6085419734904272,0.6163515138266477,,,0.0,0.5385756583921554,0.5270883373365358,0.35176023523513733
Maharashtra,Sangli,West,Maharashtra,Sangli,60.85,85.61,23.35,57.63,49.42,51.04,48.96,High UHC,51.45,49.42,2.03,51.04,43.55,49.52,51.05,51.01,7.49,1.52,-0.01,0.03,,,1,0,0,0.2698340348292423,0.420349444321491,0.0,0.27648843724152017,0.41007682980470483,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,1.0,2.0,0.6256326287585591,0.581019224900824,0.3524612831858407,0.5728245695672405,0.5792514141292575,0.8625842696629212,0.38570907765220563,0.2199638663053297,0.1925491837588949,0.20382916053019146,0.7339599956279373,,,0.0,0.27648843724152017,0.5270883373365358,0.41007682980470483
Maharashtra,Parbhani,West,Maharashtra,Parbhani,47.47,76.96,18.77,69.58,46.44,46.67,53.33,High UHC,46.73,46.44,0.29,46.67,41.82,46.36,47.19,46.08,4.85,0.31,-0.52,0.59,,,1,0,0,0.2355722440853333,0.4140099536667747,0.0,0.20520539711728908,0.400646451128957,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,1.0,1.0,0.4264662101816016,0.4412572474824534,0.3112555309734513,0.4711493718008375,0.7230713683957155,0.7653932584269661,0.28946409041195764,0.19692863595302618,0.14190037672666386,0.2203240058910162,0.7149415236637883,,,0.0,0.20520539711728908,0.5270883373365358,0.400646451128957
Maharashtra,Hingoli,West,Maharashtra,Hingoli,72.41,79.99,12.28,68.72,54.31,48.4,51.6,High UHC,47.02,54.31,-7.29,48.4,40.66,48.74,47.56,48.61,7.74,-0.34,0.84,-0.21,,,1,0,0,0.2833130147582403,0.38639309207898737,0.0,0.30453199965465194,0.3595646865529978,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,0.0,0.7977076510866329,0.2432102532804394,0.4200774336283187,0.5114006514657978,0.7127211457455771,0.7994382022471909,0.39482318629238056,0.25835591689250226,0.11469233989116784,0.196759941089838,0.6320909389004262,,,0.0,0.30453199965465194,0.5270883373365358,0.3595646865529978
Maharashtra,Thane,West,Maharashtra,Thane,66.11,82.81,22.92,66.05,59.91,54.85,45.15,High UHC,53.65,59.91,-6.26,54.85,40.87,53.15,52.43,49.94,13.98,1.7,2.42,4.91,,,1,0,0,0.43320041921161073,0.39014577907574477,0.0,0.6163788014061318,0.3651470371484118,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,2.0,0.7039297409943435,0.5678974671956059,0.4975110619469026,0.6614704513727314,0.6805873149596822,0.831123595505618,0.6223113379511483,0.3297199638663053,0.20008371703641686,0.3475699558173785,0.6433489998906984,,,0.0,0.6163788014061318,0.5270883373365358,0.3651470371484118
Maharashtra,Gadchiroli,West,Maharashtra,Gadchiroli,85.94,80.18,14.85,83.14,59.15,55.0,45.0,High UHC,54.0,59.15,-5.15,55.0,35.86,54.69,52.71,59.25,19.14,0.31,2.29,-4.25,,,1,0,0,0.40401206420354435,0.3941899369072017,0.0,0.5556512493423158,0.37116296837259577,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.99910687704674,0.3216356423558132,0.4870022123893805,0.6649604467194044,0.8862679022746418,0.8015730337078651,0.8104265402843602,0.3238482384823848,0.14190037672666386,0.07776141384388807,0.6554814733850693,,,0.0,0.5556512493423158,0.5270883373365358,0.37116296837259577
Maharashtra,Jalgaon,West,Maharashtra,Jalgaon,46.25,79.21,8.66,65.17,44.88,39.22,60.78,Low UHC,37.92,44.88,-6.96,39.22,20.25,37.29,33.62,37.68,18.97,1.93,5.6,1.54,,,1,0,1,0.5086288931440416,0.3875954092721232,0.3333333333333333,0.7733107894047704,0.36135320664667414,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.408306043465317,0.1327433628318584,0.2896847345132744,0.2978129362494182,0.669996389457215,0.7906741573033707,0.8042289464090411,0.47335140018066846,0.20971117622436164,0.24830633284241532,0.6356978904798338,,,0.3333333333333333,0.7733107894047704,0.5270883373365358,0.36135320664667414
Maharashtra,Dhule,West,Maharashtra,Dhule,54.42,80.13,9.51,70.62,50.73,43.09,56.91,Medium UHC,41.37,50.73,-9.36,43.09,23.83,41.06,40.72,45.33,19.26,2.03,2.37,-2.24,,,1,0,0,0.42640968234596843,0.3788512842311351,0.0,0.6022503989509059,0.3483457877835735,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5299196189342066,0.1586817210863595,0.370575221238938,0.3878548161935784,0.7355879167168131,0.8010112359550561,0.8148013124316442,0.3274616079494128,0.21389702804520716,0.1369661266568483,0.6094655153568695,,,0.0,0.6022503989509059,0.5270883373365358,0.3483457877835735
Maharashtra,Ahmadnagar,West,Maharashtra,Ahmadnagar,74.09,79.48,10.49,59.29,45.11,44.02,55.98,Medium UHC,43.75,45.11,-1.36,44.02,37.34,43.36,43.74,43.29,6.68,0.66,0.28,0.73,,,1,0,0,0.27122980450418904,0.40799836770109543,0.0,0.2793923924517745,0.39170385066057545,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,0.0,0.8227150937779101,0.1885871223680195,0.2928650442477876,0.4094927873429501,0.5992297508725477,0.7937078651685393,0.3561793656580386,0.23306233062330622,0.15655085809962324,0.2244477172312224,0.6969067657667504,,,0.0,0.2793923924517745,0.5270883373365358,0.39170385066057545
Maharashtra,Osmanabad,West,Maharashtra,Osmanabad,83.24,80.16,11.28,64.38,50.07,47.54,52.46,High UHC,46.92,50.07,-3.15,47.54,39.07,47.29,48.84,50.78,8.47,0.25,-1.3,-3.24,,,1,0,0,0.23021523760885673,0.40147670777469174,0.0,0.19405992867220107,0.38200248409184623,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,0.0,0.9589163441500445,0.2126945376869087,0.3614491150442477,0.4913913448115401,0.6604886267902272,0.8013483146067415,0.42143638352169155,0.16169828364950314,0.13938886563415653,0.10751104565537553,0.6773417859875396,,,0.0,0.19405992867220107,0.5270883373365358,0.38200248409184623
Maharashtra,Buldana,West,Maharashtra,Buldana,80.01,77.35,8.37,63.04,52.21,44.29,55.71,Medium UHC,42.51,52.21,-9.7,44.29,29.69,44.26,44.28,44.74,14.6,0.03,0.01,-0.45,,,1,0,0,0.3518240859001178,0.3776125331836618,0.0,0.4470720516228558,0.3465030701113009,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.9108365584995534,0.1238938053097345,0.3910398230088496,0.4157747789669612,0.6443615356841979,0.7697752808988763,0.6449143273787823,0.2208672086720867,0.13017999162829633,0.18969072164948453,0.6057492622144496,,,0.0,0.4470720516228558,0.5270883373365358,0.3465030701113009
Maharashtra,Bhandara,West,Maharashtra,Bhandara,81.06,85.03,8.81,78.88,56.49,48.58,51.42,High UHC,46.78,56.49,-9.71,48.58,30.73,47.98,46.78,41.61,17.85,0.6,1.8,6.97,,,1,0,0,0.4911205042927693,0.3775760993293244,0.0,0.7368838789048351,0.34644887253270473,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.9264662101816016,0.137320720170888,0.4502212389380531,0.5155886458818053,0.8349981947286074,0.8560674157303371,0.7633977397010573,0.3017163504968383,0.1540393470071159,0.40824742268041236,0.6056399606514372,,,0.0,0.7368838789048351,0.5270883373365358,0.34644887253270473
Maharashtra,Chandrapur,West,Maharashtra,Chandrapur,85.95,86.45,8.03,80.29,54.59,48.25,51.75,High UHC,46.78,54.59,-7.81,48.25,32.62,47.33,49.25,50.35,15.63,0.92,-1.0,-2.1,,,1,0,0,0.33293423737473865,0.3844985316534399,0.0,0.4077709584476651,0.3567464124659926,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.9992557308722836,0.113518462007934,0.4239491150442478,0.5079106561191251,0.8519677458177879,0.8720224719101123,0.6824644549763034,0.17524841915085815,0.16743407283382167,0.1410898379970545,0.6264072576237839,,,0.0,0.4077709584476651,0.5270883373365358,0.3567464124659926
Maharashtra,Yavatmal,West,Maharashtra,Yavatmal,75.15,81.03,11.18,65.37,45.84,45.92,54.08,Medium UHC,45.93,45.84,0.09,45.92,31.48,44.77,46.27,47.74,14.44,1.15,-0.35,-1.82,,,1,0,0,0.331008534865666,0.4132812765800257,0.0,0.4037644565620052,0.39956249955703205,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.8384935992855017,0.2096429661275557,0.3029590707964603,0.4536993950674732,0.672403417980503,0.811123595505618,0.6390812978490703,0.2046070460704607,0.1770615320217664,0.14933726067746686,0.7127554924035413,,,0.0,0.4037644565620052,0.5270883373365358,0.39956249955703205
