State_NFHS5,District_NFHS5,District_norm,State_norm,Total_Population,SC_Population,ST_Population,SC_Pct,ST_Pct,SCST_Combined_Pct,Source,Census_Year,Table_Reference,Primary_URL,Download_Instructions,Note
Madhya Pradesh,Ujjain,UJJAIN,MADHYA PRADESH,1986864,309950,419228,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Dewas,DEWAS,MADHYA PRADESH,1563715,243939,329943,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Dhar,DHAR,MADHYA PRADESH,2185793,340983,461202,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Indore,INDORE,MADHYA PRADESH,3276697,511164,691383,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Khargone (West Nimar),KHARGONE (WEST NIMAR),MADHYA PRADESH,1873046,292195,395212,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Barwani,BARWANI,MADHYA PRADESH,1385881,216197,292420,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Rajgarh,RAJGARH,MADHYA PRADESH,1545814,241146,326166,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Vidisha,VIDISHA,MADHYA PRADESH,1458875,227584,307822,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Bhopal,BHOPAL,MADHYA PRADESH,2371061,369885,500293,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Sehore,SEHORE,MADHYA PRADESH,1311332,204567,276691,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Raisen,RAISEN,MADHYA PRADESH,1331597,207729,280966,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Betul,BETUL,MADHYA PRADESH,1575362,245756,332401,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Harda,HARDA,MADHYA PRADESH,570465,88992,120368,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Hoshangabad,HOSHANGABAD,MADHYA PRADESH,1241350,193650,261924,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Katni,KATNI,MADHYA PRADESH,1292042,201558,272620,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Jabalpur,JABALPUR,MADHYA PRADESH,2463289,384273,519753,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Narsimhapur,NARSIMHAPUR,MADHYA PRADESH,1091854,170329,230381,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Dindori,DINDORI,MADHYA PRADESH,704524,109905,148654,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Mandla,MANDLA,MADHYA PRADESH,1054905,164565,222584,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Chhindwara,CHHINDWARA,MADHYA PRADESH,2090922,326183,441184,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Seoni,SEONI,MADHYA PRADESH,1379131,215144,290996,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Balaghat,BALAGHAT,MADHYA PRADESH,1701698,265464,359058,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Guna,GUNA,MADHYA PRADESH,1241519,193676,261960,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Ashoknagar,ASHOKNAGAR,MADHYA PRADESH,845071,131831,178309,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Shahdol,SHAHDOL,MADHYA PRADESH,1066063,166305,224939,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Anuppur,ANUPPUR,MADHYA PRADESH,749237,116880,158089,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Sidhi,SIDHI,MADHYA PRADESH,1127033,175817,237803,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Singrauli,SINGRAULI,MADHYA PRADESH,1178273,183810,248615,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Jhabua,JHABUA,MADHYA PRADESH,1025048,159907,216285,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Alirajpur,ALIRAJPUR,MADHYA PRADESH,728999,113723,153818,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Khandwa (East Nimar),KHANDWA (EAST NIMAR),MADHYA PRADESH,1310061,204369,276422,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Burhanpur,BURHANPUR,MADHYA PRADESH,757847,118224,159905,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Agar Malwa,AGAR MALWA,MADHYA PRADESH,1359771,212124,286911,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Madhya Pradesh,Shajapur,SHAJAPUR,MADHYA PRADESH,1512681,235978,319175,15.6,21.1,36.7,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Nandurbar,NANDURBAR,MAHARASTRA,1648295,194498,154939,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Dhule,DHULE,MAHARASTRA,2050862,242001,192781,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Jalgaon,JALGAON,MAHARASTRA,4229917,499130,397612,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Buldana,BULDANA,MAHARASTRA,2586258,305178,243108,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Akola,AKOLA,MAHARASTRA,1813906,214040,170507,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Washim,WASHIM,MAHARASTRA,1197160,141264,112533,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Amravati,AMRAVATI,MAHARASTRA,2888445,340836,271513,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Wardha,WARDHA,MAHARASTRA,1300774,153491,122272,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Nagpur,NAGPUR,MAHARASTRA,4653570,549121,437435,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Bhandara,BHANDARA,MAHARASTRA,1200334,141639,112831,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Gondiya,GONDIYA,MAHARASTRA,1322507,156055,124315,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Gadchiroli,GADCHIROLI,MAHARASTRA,1072942,126607,100856,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Chandrapur,CHANDRAPUR,MAHARASTRA,2204307,260108,207204,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Yavatmal,YAVATMAL,MAHARASTRA,2772348,327137,260600,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Nanded,NANDED,MAHARASTRA,3361292,396632,315961,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Hingoli,HINGOLI,MAHARASTRA,1177345,138926,110670,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Parbhani,PARBHANI,MAHARASTRA,1836086,216658,172592,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Jalna,JALNA,MAHARASTRA,1689974,199416,158857,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Aurangabad,AURANGABAD,MAHARASTRA,2540073,299728,238766,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Nashik,NASHIK,MAHARASTRA,6107187,720648,574075,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Mumbai Suburban,MUMBAI SUBURBAN,MAHARASTRA,9356962,1104121,879554,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Mumbai,MUMBAI,MAHARASTRA,3085411,364078,290028,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Raigarh,RAIGARH,MAHARASTRA,2634200,310835,247614,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Pune,PUNE,MAHARASTRA,9429408,1112670,886364,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Ahmadnagar,AHMADNAGAR,MAHARASTRA,4543159,536092,427056,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Bid,BID,MAHARASTRA,2585049,305035,242994,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Latur,LATUR,MAHARASTRA,2454196,289595,230694,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Osmanabad,OSMANABAD,MAHARASTRA,1657576,195593,155812,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Maharastra,Solapur,SOLAPUR,MAHARASTRA,4317756,509495,405869,11.8,9.4,21.2,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
